U.S. Energy Information Administration,,,,,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,,,,,
,,,,,,,,,,,,,
0,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 1.2 Primary Energy Production by Source,,,,,,,,,,,,,
,,,,,,,,,,,,,
Month,Coal Production,Natural Gas (Dry) Production,Crude Oil Production,Natural Gas Plant Liquids Production,Total Fossil Fuels Production,Nuclear Electric Power Production,Hydroelectric Power Production,Geothermal Energy Production,Solar Energy Production,Wind Energy Production,Biomass Energy Production,Total Renewable Energy Production,Total Primary Energy Production
,(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu)
01/01/1973,1.166486,1.908249,1.649833,0.209366,4.933934,0.068103,0.272703,0.001491,Not Available,Not Available,0.129787,0.403981,5.406018
02/01/1973,1.086072,1.922543,1.525783,0.196405,4.730803,0.064634,0.242199,0.001363,Not Available,Not Available,0.117338,0.3609,5.156337
03/01/1973,1.196571,1.86843,1.667094,0.216151,4.948246,0.072494,0.26881,0.001412,Not Available,Not Available,0.129938,0.400161,5.420901
04/01/1973,1.11223,1.777561,1.616791,0.211002,4.717583,0.06407,0.253185,0.001649,Not Available,Not Available,0.125636,0.38047,5.162124
05/01/1973,1.216978,1.859241,1.665377,0.216746,4.958342,0.062111,0.26077,0.001537,Not Available,Not Available,0.129834,0.392141,5.412594
06/01/1973,1.103861,1.802065,1.603224,0.20824,4.717391,0.073968,0.249859,0.001763,Not Available,Not Available,0.125611,0.377232,5.168591
07/01/1973,1.034037,1.841884,1.65724,0.216461,4.749622,0.07589,0.23567,0.001869,Not Available,Not Available,0.129787,0.367325,5.192838
08/01/1973,1.319832,1.857199,1.648505,0.217816,5.043352,0.084883,0.222077,0.001762,Not Available,Not Available,0.129918,0.353757,5.481992
09/01/1973,1.142385,1.803086,1.577362,0.209977,4.73281,0.085724,0.179733,0.001492,Not Available,Not Available,0.125782,0.307006,5.12554
10/01/1973,1.285586,1.836779,1.658452,0.218865,4.999682,0.081971,0.191723,0.00176,Not Available,Not Available,0.12997,0.323453,5.405107
11/01/1973,1.178337,1.825548,1.594008,0.21394,4.811834,0.088773,0.210285,0.001889,Not Available,Not Available,0.125643,0.337817,5.238423
12/01/1973,1.149749,1.886808,1.629568,0.215412,4.881536,0.087557,0.274435,0.002435,Not Available,Not Available,0.129824,0.406694,5.375787
01/01/1974,1.251148,1.895424,1.60631,0.209424,4.962306,0.084855,0.304506,0.002154,Not Available,Not Available,0.130807,0.437467,5.484628
02/01/1974,1.16539,1.728512,1.484696,0.192407,4.571004,0.090577,0.27995,0.001901,Not Available,Not Available,0.118091,0.399942,5.061523
03/01/1974,1.195337,1.860608,1.611977,0.214636,4.882558,0.097966,0.290582,0.002165,Not Available,Not Available,0.130727,0.423474,5.403998
04/01/1974,1.268152,1.747968,1.55799,0.202267,4.776378,0.079566,0.293702,0.002039,Not Available,Not Available,0.126583,0.422323,5.278267
05/01/1974,1.343967,1.813504,1.602122,0.208259,4.967852,0.073242,0.294828,0.00204,Not Available,Not Available,0.130789,0.427657,5.468752
06/01/1974,1.120607,1.709056,1.527761,0.200844,4.558267,0.079015,0.280695,0.001975,Not Available,Not Available,0.126611,0.409281,5.046564
07/01/1974,1.149793,1.784832,1.578667,0.204184,4.717476,0.113953,0.276772,0.002191,Not Available,Not Available,0.130756,0.409719,5.241147
08/01/1974,1.209619,1.757184,1.564057,0.206521,4.737381,0.137654,0.253175,0.002163,Not Available,Not Available,0.130763,0.386101,5.261136
09/01/1974,1.227477,1.723392,1.46907,0.195397,4.615335,0.12288,0.225274,0.001999,Not Available,Not Available,0.126637,0.35391,5.092126
10/01/1974,1.41053,1.734656,1.548304,0.207818,4.901308,0.121248,0.210955,0.00203,Not Available,Not Available,0.130718,0.343703,5.366258
11/01/1974,0.791646,1.697792,1.490971,0.202048,4.182458,0.122819,0.222713,0.002414,Not Available,Not Available,0.126506,0.351633,4.65691
12/01/1974,0.940784,1.757184,1.533068,0.205802,4.436837,0.148309,0.243428,0.00254,Not Available,Not Available,0.130674,0.376642,4.961789
01/01/1975,1.275523,1.737742,1.520203,0.199231,4.7327,0.153503,0.263371,0.002117,Not Available,Not Available,0.127269,0.392756,5.278959
02/01/1975,1.198498,1.607054,1.395202,0.181763,4.382516,0.140232,0.251317,0.002019,Not Available,Not Available,0.114942,0.368278,4.891027
03/01/1975,1.216907,1.697923,1.527123,0.202706,4.644658,0.163893,0.293961,0.002277,Not Available,Not Available,0.127251,0.42349,5.232041
04/01/1975,1.237491,1.632579,1.471448,0.193477,4.534996,0.146773,0.279947,0.002281,Not Available,Not Available,0.123139,0.405368,5.087136
05/01/1975,1.292673,1.649936,1.506504,0.196482,4.645595,0.15158,0.291504,0.002475,Not Available,Not Available,0.127303,0.421283,5.218458
06/01/1975,1.298947,1.595823,1.465219,0.194794,4.554783,0.140348,0.28531,0.00307,Not Available,Not Available,0.123241,0.411622,5.106752
07/01/1975,1.062764,1.637684,1.498766,0.198225,4.39744,0.169294,0.268081,0.003091,Not Available,Not Available,0.127288,0.398459,4.965194
08/01/1975,1.197399,1.637684,1.48313,0.201708,4.51992,0.174883,0.237557,0.003351,Not Available,Not Available,0.127321,0.36823,5.063033
09/01/1975,1.295192,1.565193,1.440656,0.186559,4.4876,0.158543,0.215793,0.002954,Not Available,Not Available,0.12321,0.341957,4.9881
10/01/1975,1.39571,1.608075,1.496731,0.200836,4.701352,0.161078,0.238068,0.003406,Not Available,Not Available,0.127312,0.368786,5.231216
11/01/1975,1.248596,1.580508,1.440349,0.193445,4.462898,0.155988,0.256706,0.00331,Not Available,Not Available,0.12318,0.383196,5.002083
12/01/1975,1.269616,1.689755,1.483988,0.201231,4.64459,0.183682,0.27299,0.003429,Not Available,Not Available,0.127277,0.403696,5.231968
01/01/1976,1.213441,1.70952,1.480073,0.19247,4.595503,0.177844,0.273323,0.003403,Not Available,Not Available,0.145049,0.421775,5.195123
02/01/1976,1.239038,1.60752,1.384489,0.186343,4.417391,0.158824,0.257277,0.0032,Not Available,Not Available,0.135695,0.396173,4.972387
03/01/1976,1.40428,1.67382,1.480148,0.196132,4.75438,0.15458,0.278567,0.003426,Not Available,Not Available,0.145051,0.427044,5.336005
04/01/1976,1.363644,1.58508,1.405398,0.1899,4.544022,0.121316,0.253482,0.003086,Not Available,Not Available,0.140363,0.396931,5.062268
05/01/1976,1.336766,1.63302,1.460788,0.192787,4.623361,0.131784,0.267732,0.002949,Not Available,Not Available,0.145047,0.415728,5.170873
06/01/1976,1.377928,1.6014,1.408431,0.188666,4.576426,0.174072,0.268088,0.003063,Not Available,Not Available,0.140405,0.411555,5.162053
07/01/1976,1.024087,1.63608,1.461264,0.193265,4.314695,0.195628,0.273026,0.003311,Not Available,Not Available,0.145088,0.421425,4.931749
08/01/1976,1.239015,1.59732,1.458288,0.193821,4.488444,0.202851,0.249759,0.00326,Not Available,Not Available,0.14511,0.398129,5.089425
09/01/1976,1.39756,1.52796,1.418036,0.188294,4.531851,0.191006,0.213376,0.003173,Not Available,Not Available,0.140436,0.356984,5.079841
10/01/1976,1.357336,1.60038,1.44978,0.194365,4.601861,0.191723,0.22099,0.003082,Not Available,Not Available,0.145114,0.369186,5.16277
11/01/1976,1.354684,1.59732,1.40585,0.190437,4.548292,0.178235,0.208138,0.002597,Not Available,Not Available,0.140651,0.351386,5.077912
12/01/1976,1.345908,1.71156,1.449298,0.192975,4.699741,0.233256,0.212507,0.002963,Not Available,Not Available,0.145364,0.360834,5.293831
01/01/1977,1.018424,1.699965,1.412172,0.186741,4.317302,0.238556,0.219069,0.003232,Not Available,Not Available,0.15622,0.378521,4.934379
02/01/1977,1.122619,1.635642,1.321762,0.173004,4.253027,0.211078,0.160329,0.002823,Not Available,Not Available,0.141176,0.304328,4.768433
03/01/1977,1.519874,1.711196,1.454512,0.203381,4.888964,0.222619,0.209549,0.0032,Not Available,Not Available,0.156217,0.368966,5.480549
04/01/1977,1.380722,1.606033,1.417213,0.194073,4.598041,0.213943,0.197287,0.002854,Not Available,Not Available,0.151161,0.351301,5.163285
05/01/1977,1.423046,1.652999,1.451839,0.19529,4.723174,0.221834,0.197656,0.003081,Not Available,Not Available,0.156186,0.356923,5.30193
06/01/1977,1.436582,1.611138,1.409736,0.188533,4.645989,0.23172,0.182303,0.003029,Not Available,Not Available,0.151153,0.336485,5.214194
07/01/1977,1.131161,1.635642,1.457215,0.193953,4.417971,0.235032,0.177779,0.003204,Not Available,Not Available,0.15592,0.336903,4.989905
08/01/1977,1.315823,1.607054,1.493558,0.191958,4.608394,0.244991,0.176863,0.002937,Not Available,Not Available,0.156081,0.335881,5.189266
09/01/1977,1.581361,1.56213,1.475474,0.184929,4.803893,0.211395,0.173821,0.003144,Not Available,Not Available,0.15111,0.328075,5.343363
10/01/1977,1.542177,1.590718,1.541501,0.196764,4.87116,0.205053,0.181908,0.003288,Not Available,Not Available,0.156172,0.341368,5.417581
11/01/1977,1.570311,1.569277,1.492792,0.189816,4.822196,0.209548,0.215864,0.003303,Not Available,Not Available,0.151,0.370168,5.401911
12/01/1977,0.712642,1.686692,1.525963,0.197246,4.122542,0.255994,0.240826,0.003288,Not Available,Not Available,0.155935,0.400048,4.778585
01/01/1978,0.526477,1.700711,1.50307,0.18659,3.916848,0.282638,0.262529,0.003326,Not Available,Not Available,0.173128,0.438983,4.63847
02/01/1978,0.538357,1.609001,1.360355,0.169139,3.676852,0.238869,0.232625,0.002854,Not Available,Not Available,0.156387,0.391866,4.307588
03/01/1978,0.889942,1.704787,1.567879,0.190651,4.353259,0.245611,0.257965,0.002359,Not Available,Not Available,0.173136,0.433459,5.032329
04/01/1978,1.357373,1.627343,1.534251,0.187762,4.706729,0.192342,0.265041,0.001989,Not Available,Not Available,0.167349,0.434379,5.333449
05/01/1978,1.566637,1.623267,1.586781,0.183435,4.960121,0.223373,0.301188,0.001772,Not Available,Not Available,0.172923,0.475883,5.659377
06/01/1978,1.493086,1.583526,1.536849,0.183694,4.797155,0.242728,0.263109,0.002179,Not Available,Not Available,0.16734,0.432628,5.472511
07/01/1978,1.220436,1.651799,1.574364,0.186788,4.633387,0.273603,0.256107,0.002441,Not Available,Not Available,0.172912,0.431461,5.33845
08/01/1978,1.464208,1.617153,1.574712,0.186575,4.842647,0.280082,0.232357,0.002871,Not Available,Not Available,0.173189,0.408417,5.531146
09/01/1978,1.316859,1.537671,1.531258,0.179363,4.565151,0.242769,0.221801,0.003031,Not Available,Not Available,0.167455,0.392287,5.200207
10/01/1978,1.594759,1.594735,1.585836,0.184642,4.959971,0.251605,0.204012,0.002254,Not Available,Not Available,0.173169,0.379436,5.591012
11/01/1978,1.583079,1.567222,1.520951,0.185833,4.857085,0.272438,0.208974,0.002547,Not Available,Not Available,0.167557,0.379078,5.508601
12/01/1978,1.358596,1.668103,1.557346,0.187785,4.771831,0.278067,0.231275,0.003228,Not Available,Not Available,0.17306,0.407564,5.457462
01/01/1979,1.297706,1.737742,1.523753,0.185123,4.744324,0.302351,0.262096,0.003099,Not Available,Not Available,0.1826,0.447796,5.494471
02/01/1979,1.230704,1.624411,1.384518,0.17056,4.410193,0.281883,0.222855,0.002535,Not Available,Not Available,0.165096,0.390487,5.082564
03/01/1979,1.499366,1.721406,1.546483,0.18721,4.954465,0.264739,0.271516,0.003402,Not Available,Not Available,0.182881,0.457799,5.677003
04/01/1979,1.435641,1.660146,1.488239,0.188568,4.772595,0.200369,0.265941,0.003146,Not Available,Not Available,0.176844,0.445932,5.418895
05/01/1979,1.560284,1.682608,1.54646,0.189864,4.979215,0.163455,0.303134,0.003164,Not Available,Not Available,0.182782,0.48908,5.63175
06/01/1979,1.587453,1.611138,1.467104,0.183952,4.849647,0.174776,0.261646,0.003204,Not Available,Not Available,0.176833,0.441683,5.466106
07/01/1979,1.203422,1.629516,1.503812,0.189235,4.525986,0.226552,0.238414,0.003398,Not Available,Not Available,0.1827,0.424513,5.177051
08/01/1979,1.608066,1.656062,1.53689,0.190566,4.991583,0.263316,0.222695,0.003707,Not Available,Not Available,0.182808,0.40921,5.66411
09/01/1979,1.450304,1.60297,1.483019,0.183156,4.719449,0.237204,0.198794,0.003217,Not Available,Not Available,0.176891,0.378903,5.335557
10/01/1979,1.764054,1.672398,1.550085,0.19439,5.180926,0.227745,0.211243,0.003607,Not Available,Not Available,0.182752,0.397602,5.806273
11/01/1979,1.538234,1.690776,1.524344,0.196177,4.949531,0.209477,0.234286,0.003505,Not Available,Not Available,0.176949,0.41474,5.573748
12/01/1979,1.36435,1.787771,1.54889,0.196645,4.897656,0.223959,0.238063,0.004275,Not Available,Not Available,0.18277,0.425109,5.546724
01/01/1980,1.55995,1.796526,1.559852,0.19734,5.113668,0.215389,0.265618,0.003495,Not Available,Not Available,0.209829,0.478943,5.808
02/01/1980,1.469214,1.685718,1.4641,0.185461,4.804492,0.210277,0.224631,0.003357,Not Available,Not Available,0.19631,0.424298,5.439067
03/01/1980,1.590411,1.80576,1.56397,0.187701,5.147842,0.218584,0.255676,0.003731,Not Available,Not Available,0.209727,0.469134,5.83556
04/01/1980,1.561384,1.647756,1.511138,0.188867,4.909145,0.205,0.270552,0.003909,Not Available,Not Available,0.202894,0.477356,5.5915
05/01/1980,1.592429,1.67238,1.552567,0.193386,5.010762,0.200541,0.303305,0.004603,Not Available,Not Available,0.209548,0.517456,5.728759
06/01/1980,1.599041,1.56465,1.48839,0.1809,4.832981,0.199859,0.290604,0.004441,Not Available,Not Available,0.202723,0.497768,5.530608
07/01/1980,1.373703,1.594404,1.536791,0.182398,4.687297,0.229329,0.257106,0.00467,Not Available,Not Available,0.209554,0.471331,5.387957
08/01/1980,1.533164,1.55439,1.512878,0.181908,4.782339,0.265424,0.214693,0.004991,Not Available,Not Available,0.209675,0.429358,5.477121
09/01/1980,1.542645,1.557468,1.499747,0.175582,4.775442,0.257127,0.194301,0.004506,Not Available,Not Available,0.202905,0.401712,5.434281
10/01/1980,1.62038,1.62621,1.534036,0.181464,4.96209,0.267351,0.18773,0.005117,Not Available,Not Available,0.209717,0.402564,5.632005
11/01/1980,1.538902,1.629288,1.478142,0.181958,4.82829,0.228892,0.201929,0.005002,Not Available,Not Available,0.202945,0.409876,5.467058
12/01/1980,1.616503,1.773954,1.547307,0.186724,5.124487,0.241396,0.233998,0.004877,Not Available,Not Available,0.209671,0.448546,5.814429
01/01/1981,1.4707,1.729468,1.535469,0.19765,4.933286,0.26228,0.236553,0.005284,Not Available,Not Available,0.220544,0.462381,5.657948
02/01/1981,1.582039,1.552824,1.397301,0.178708,4.710872,0.238196,0.223123,0.004671,Not Available,Not Available,0.199248,0.427043,5.37611
03/01/1981,1.745958,1.713036,1.548617,0.194292,5.201903,0.242709,0.217976,0.005237,Not Available,Not Available,0.220595,0.443808,5.88842
04/01/1981,0.808732,1.652443,1.488906,0.185118,4.135199,0.227726,0.219717,0.004836,Not Available,Not Available,0.213467,0.43802,4.800945
05/01/1981,0.849935,1.676064,1.528538,0.190675,4.245212,0.217546,0.2552,0.004791,Not Available,Not Available,0.220433,0.480423,4.943181
06/01/1981,1.373169,1.613417,1.501382,0.184547,4.672515,0.233457,0.278976,0.004782,Not Available,Not Available,0.213237,0.496995,5.402967
07/01/1981,1.652487,1.641146,1.528288,0.185179,5.007101,0.254569,0.265656,0.005256,Not Available,Not Available,0.220392,0.491304,5.752973
08/01/1981,1.757469,1.683253,1.5432,0.193186,5.177108,0.297219,0.228409,0.005191,Not Available,Not Available,0.220428,0.454028,5.928355
09/01/1981,1.82301,1.556932,1.497096,0.186682,5.06372,0.269115,0.188516,0.005224,Not Available,Not Available,0.21348,0.40722,5.740055
10/01/1981,1.901556,1.621633,1.53961,0.191268,5.254067,0.226731,0.191231,0.005153,Not Available,Not Available,0.220581,0.416966,5.897764
11/01/1981,1.70828,1.563094,1.493958,0.188733,4.954065,0.251301,0.200541,0.004498,Not Available,Not Available,0.213437,0.418476,5.623842
12/01/1981,1.703439,1.695577,1.543653,0.190247,5.132915,0.286743,0.252071,0.004513,Not Available,Not Available,0.22044,0.477024,5.896682
01/01/1982,1.493082,1.709564,1.529999,0.185748,4.918393,0.284331,0.284215,0.003975,Not Available,Not Available,0.226251,0.51444,5.717164
02/01/1982,1.582727,1.566672,1.413234,0.166183,4.728817,0.223538,0.281593,0.003656,Not Available,Not Available,0.204375,0.489624,5.441978
03/01/1982,1.866808,1.657136,1.558385,0.185034,5.267363,0.251971,0.315347,0.00322,Not Available,Not Available,0.226157,0.544724,6.064058
04/01/1982,1.636501,1.563588,1.49488,0.17564,4.87061,0.241222,0.295061,0.003247,Not Available,Not Available,0.218821,0.517128,5.62896
05/01/1982,1.581793,1.534804,1.561279,0.178741,4.856617,0.239606,0.295887,0.003773,Not Available,Not Available,0.226135,0.525795,5.622018
06/01/1982,1.594981,1.488544,1.504421,0.172109,4.760056,0.26604,0.295552,0.004556,Not Available,Not Available,0.218866,0.518974,5.54507
07/01/1982,1.346238,1.509104,1.556708,0.178096,4.590146,0.281997,0.288273,0.004792,Not Available,Not Available,0.226202,0.519267,5.39141
08/01/1982,1.621179,1.476208,1.552329,0.179484,4.8292,0.276671,0.252259,0.004776,Not Available,Not Available,0.226168,0.483203,5.589074
09/01/1982,1.511162,1.415556,1.513962,0.172986,4.613666,0.281149,0.210219,0.004581,Not Available,Not Available,0.218947,0.433748,5.328563
10/01/1982,1.575678,1.44434,1.564521,0.180165,4.764703,0.257422,0.208623,0.004877,Not Available,Not Available,0.226373,0.439874,5.461999
11/01/1982,1.424519,1.45976,1.513324,0.183281,4.580885,0.257281,0.245861,0.005122,Not Available,Not Available,0.218948,0.46993,5.308096
12/01/1982,1.404082,1.493684,1.545903,0.191735,4.635404,0.269921,0.292668,0.004053,Not Available,Not Available,0.22621,0.52293,5.428255
01/01/1983,1.383344,1.571403,1.563703,0.183864,4.702314,0.273422,0.310615,0.005087,Not Available,0.000002,0.246575,0.562279,5.538015
02/01/1983,1.337542,1.363498,1.422375,0.165633,4.289048,0.242067,0.296625,0.003913,Not Available,0,0.222738,0.523276,5.05439
03/01/1983,1.519295,1.402675,1.564295,0.179324,4.665589,0.260523,0.32173,0.00451,Not Available,0.000003,0.24661,0.572853,5.498964
04/01/1983,1.36363,1.374733,1.52696,0.169598,4.434922,0.243561,0.318603,0.004227,Not Available,0.000002,0.238625,0.561458,5.23994
05/01/1983,1.393885,1.371321,1.551935,0.173808,4.490949,0.240465,0.331656,0.003434,Not Available,0.000003,0.246647,0.581741,5.313155
06/01/1983,1.362747,1.328297,1.508081,0.171513,4.370639,0.263376,0.326237,0.004518,Not Available,0.000002,0.238736,0.569493,5.203508
07/01/1983,1.217557,1.376296,1.552759,0.179113,4.325726,0.279191,0.298715,0.005627,Not Available,0.000001,0.246651,0.550993,5.155909
08/01/1983,1.616213,1.352142,1.560507,0.18178,4.710642,0.285725,0.274189,0.007404,Not Available,0,0.246695,0.528288,5.524655
09/01/1983,1.55052,1.287393,1.528474,0.180458,4.546845,0.272705,0.23065,0.006764,Not Available,0.000004,0.238755,0.476173,5.295724
10/01/1983,1.582319,1.353075,1.576962,0.186665,4.699021,0.281314,0.220423,0.007091,Not Available,0.000005,0.246732,0.474251,5.454585
11/01/1983,1.51462,1.349385,1.526044,0.184802,4.57485,0.272735,0.26194,0.006311,Not Available,0.000004,0.23878,0.507035,5.354621
12/01/1983,1.404999,1.46317,1.509699,0.179759,4.557628,0.287465,0.335876,0.005025,Not Available,0.000001,0.246871,0.587773,5.432865
01/01/1984,1.494935,1.70249,1.594432,0.182445,4.974302,0.317844,0.313504,0.005094,-0.000001,0,0.251483,0.570081,5.862227
02/01/1984,1.621477,1.478481,1.492671,0.177603,4.770232,0.308326,0.293845,0.006222,0.000001,0.000002,0.235169,0.535239,5.613797
03/01/1984,1.794345,1.521124,1.559208,0.185688,5.060365,0.296499,0.32067,0.006838,0.000002,0.000002,0.251529,0.57904,5.935904
04/01/1984,1.601246,1.488426,1.542058,0.181947,4.813677,0.262738,0.315985,0.006748,0.000003,0.000006,0.243277,0.566019,5.642434
05/01/1984,1.784422,1.484727,1.610173,0.187404,5.066725,0.280471,0.335607,0.006473,0.000007,0.000008,0.251408,0.593504,5.940699
06/01/1984,1.681606,1.437914,1.540306,0.181217,4.841043,0.274321,0.303719,0.006283,0.00001,0.000006,0.243303,0.553321,5.668685
07/01/1984,1.646026,1.491238,1.597506,0.189647,4.924416,0.306687,0.289982,0.005997,0.000003,0.000005,0.251632,0.547618,5.778721
08/01/1984,1.999007,1.469435,1.583928,0.190003,5.242373,0.319793,0.264894,0.007509,0.000009,0.000003,0.251638,0.524053,6.086219
09/01/1984,1.738428,1.400102,1.564828,0.186475,4.889833,0.316027,0.220536,0.006763,0.00001,0.000005,0.243596,0.47091,5.67677
10/01/1984,1.535976,1.47165,1.601235,0.191426,4.800286,0.268621,0.220205,0.007424,0.000007,0.000009,0.251974,0.47962,5.548527
11/01/1984,1.417188,1.46868,1.562271,0.188486,4.636625,0.266462,0.234699,0.007331,0.000004,0.000009,0.244068,0.48611,5.389197
12/01/1984,1.40456,1.593666,1.599623,0.191467,4.789315,0.334742,0.272166,0.008127,0,0.000013,0.252042,0.532347,5.656405
01/01/1985,1.492863,1.615285,1.571371,0.189303,4.868823,0.384371,0.290793,0.008086,0.000005,0.000007,0.256315,0.555205,5.808399
02/01/1985,1.47039,1.467027,1.465631,0.170513,4.573561,0.32729,0.273175,0.007141,-0.000001,0.000011,0.231512,0.511838,5.412689
03/01/1985,1.700255,1.464106,1.635269,0.186107,4.985737,0.32972,0.260344,0.008314,0.000001,0.000007,0.256336,0.525002,5.840459
04/01/1985,1.673948,1.379719,1.573534,0.178059,4.80526,0.28104,0.258039,0.007281,0.000013,0.000006,0.247599,0.512937,5.599237
05/01/1985,1.714221,1.365195,1.641939,0.185379,4.906735,0.304823,0.279498,0.007571,0.000015,0.000004,0.255881,0.542968,5.754526
06/01/1985,1.601684,1.318821,1.569787,0.179755,4.670048,0.32755,0.252373,0.007294,0.000016,0.000004,0.247643,0.50733,5.504928
07/01/1985,1.514022,1.350741,1.608978,0.18237,4.656111,0.373727,0.225387,0.008019,0.000011,0.000001,0.256159,0.489577,5.519414
08/01/1985,1.741329,1.347676,1.58271,0.185435,4.85715,0.369775,0.211206,0.008381,0.000021,0.000004,0.256301,0.475912,5.702836
09/01/1985,1.617873,1.320837,1.557938,0.17729,4.673938,0.366541,0.198288,0.007966,0.000014,0.000009,0.247997,0.454274,5.494752
10/01/1985,1.753049,1.376261,1.612794,0.187277,4.929382,0.331461,0.211589,0.007626,0.00001,0.000005,0.256175,0.475406,5.736249
11/01/1985,1.514883,1.380646,1.548942,0.18688,4.63135,0.320428,0.242115,0.009416,0.000003,0.000002,0.24807,0.499606,5.451384
12/01/1985,1.530649,1.594066,1.623513,0.1954,4.943628,0.358837,0.267386,0.010325,0.000002,0.000001,0.256246,0.53396,5.836425
01/01/1986,1.711531,1.590844,1.642838,0.197965,5.143178,0.383159,0.226352,0.010526,0.000007,0.000002,0.249178,0.486064,6.012402
02/01/1986,1.588455,1.379224,1.489759,0.177299,4.634737,0.346156,0.245152,0.00904,0.000006,0.000002,0.224922,0.479122,5.460015
03/01/1986,1.695601,1.464062,1.620595,0.185657,4.965916,0.325549,0.30028,0.009403,0.000011,0.000007,0.248837,0.558538,5.850002
04/01/1986,1.636466,1.315141,1.542319,0.170546,4.664471,0.322413,0.290609,0.008479,0.000014,0.000006,0.240788,0.539897,5.526781
05/01/1986,1.597618,1.340462,1.588991,0.178538,4.70561,0.337725,0.287656,0.008568,0.000019,0.000008,0.248822,0.545072,5.588407
06/01/1986,1.586797,1.282181,1.50046,0.168414,4.537852,0.331481,0.27726,0.009295,0.000015,0.000005,0.240837,0.527412,5.396746
07/01/1986,1.48125,1.323357,1.556998,0.174436,4.536041,0.379718,0.254396,0.009862,0.000017,0.000005,0.249011,0.513292,5.429051
08/01/1986,1.671805,1.32336,1.505564,0.167179,4.667907,0.396534,0.22381,0.009839,0.000017,0.000005,0.249176,0.482847,5.547289
09/01/1986,1.638899,1.258956,1.449089,0.164439,4.511383,0.387113,0.222779,0.008245,0.000015,0.000001,0.241074,0.472114,5.37061
10/01/1986,1.750646,1.333276,1.513707,0.170889,4.768518,0.383103,0.225018,0.008105,0.000013,0.000002,0.248974,0.482113,5.633734
11/01/1986,1.538049,1.414165,1.463769,0.175761,4.591745,0.369674,0.244175,0.007015,0.000009,0,0.241122,0.492321,5.45374
12/01/1986,1.612349,1.515772,1.501771,0.181756,4.811648,0.417484,0.273692,0.009299,0.000003,0,0.249352,0.532346,5.761479
01/01/1987,1.637161,1.586308,1.52475,0.183564,4.931783,0.417417,0.267809,0.009317,0.000001,0.000001,0.244137,0.521265,5.870465
02/01/1987,1.570964,1.425523,1.362304,0.169535,4.528326,0.382159,0.223722,0.00864,0.000006,0,0.220511,0.452878,5.363363
03/01/1987,1.66293,1.505676,1.521908,0.185338,4.875851,0.389382,0.245143,0.009473,0.000009,0,0.244157,0.498782,5.764016
04/01/1987,1.557431,1.403143,1.478681,0.178448,4.617703,0.349992,0.232573,0.008929,0.000013,0.000002,0.236139,0.477656,5.445351
05/01/1987,1.550039,1.387096,1.498871,0.183919,4.619925,0.358374,0.255627,0.009382,0.000013,0.000003,0.244007,0.509032,5.487331
06/01/1987,1.689563,1.328514,1.440465,0.177191,4.635733,0.38176,0.220689,0.009635,0.000017,0.00001,0.236522,0.466873,5.484367
07/01/1987,1.529582,1.347142,1.483536,0.183496,4.543756,0.41826,0.21334,0.009961,0.000019,0.000013,0.244359,0.467691,5.429708
08/01/1987,1.769251,1.371097,1.476146,0.182239,4.798734,0.431801,0.194652,0.009923,0.000012,0.000002,0.244396,0.448986,5.679521
09/01/1987,1.808062,1.307841,1.427745,0.177558,4.721206,0.414191,0.191635,0.009257,0.000008,0.000002,0.236298,0.437201,5.572598
10/01/1987,1.885113,1.422251,1.503778,0.185865,4.997007,0.381045,0.189215,0.009375,0.000006,0.000001,0.244059,0.442655,5.820707
11/01/1987,1.73714,1.464474,1.461107,0.183743,4.846465,0.390924,0.177943,0.009064,0.000003,0.000001,0.236197,0.423208,5.660598
12/01/1987,1.743868,1.586754,1.495495,0.188036,5.014152,0.438627,0.222161,0.009312,0.000002,0.000002,0.244104,0.47558,5.92836
01/01/1988,1.649486,1.633857,1.483309,0.18357,4.950223,0.473469,0.230477,0.009312,0.000005,0.000007,0.255331,0.495132,5.918824
02/01/1988,1.681541,1.487722,1.408518,0.174598,4.752379,0.447892,0.199789,0.008013,0.000008,0,0.238853,0.446663,5.646934
03/01/1988,1.838611,1.551993,1.505605,0.190269,5.086477,0.465555,0.204359,0.009341,0.000013,0,0.255385,0.469098,6.021131
04/01/1988,1.650325,1.42074,1.442048,0.182032,4.695146,0.424786,0.200293,0.008454,0.000005,0,0.247241,0.455993,5.575924
05/01/1988,1.621095,1.454528,1.479516,0.189208,4.744347,0.430975,0.222701,0.00831,0.000013,0,0.255188,0.486212,5.661535
06/01/1988,1.674653,1.382694,1.421592,0.181837,4.660775,0.467326,0.197723,0.008815,0.000014,0,0.24734,0.453891,5.581993
07/01/1988,1.515623,1.40097,1.445528,0.188135,4.550257,0.528281,0.17742,0.009589,0.000012,0,0.255582,0.442602,5.52114
08/01/1988,1.932989,1.420649,1.452662,0.18791,4.994209,0.519872,0.172238,0.009149,0.000012,0,0.255815,0.437214,5.951295
