U.S. Energy Information Administration,,,,,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,,,,,
,,,,,,,,,,,,,
0,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 2.6 Electric Power Sector Energy Consumption,,,,,,,,,,,,,
,,,,,,,,,,,,,
Month,Coal Consumed by the Electric Power Sector,Natural Gas Consumed by the Electric Power Sector (Excluding Supplemental Gaseous Fuels),Petroleum Consumed by the Electric Power Sector,Total Fossil Fuels Consumed by the Electric Power Sector,Nuclear Electric Power Consumed by the Electric Power Sector,Conventional Hydroelectric Power Consumed by the Electric Power Sector,Geothermal Energy Consumed by the Electric Power Sector,Solar Energy Consumed by the Electric Power Sector,Wind Energy Consumed by the Electric Power Sector,Biomass Energy Consumed by the Electric Power Sector,Total Renewable Energy Consumed by the Electric Power Sector,Electric Power Sector Electricity Net Imports,Total Primary Energy Consumed by the Electric Power Sector
,(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu),(Trillion Btu)
01/01/1973,768.746,229.478,349.393,1347.618,68.103,269.536,1.491,Not Available,Not Available,0.211,271.238,4.137,1691.096
02/01/1973,687.33,220.677,294.145,1202.152,64.634,239.271,1.363,Not Available,Not Available,0.301,240.935,3.737,1511.458
03/01/1973,683.507,263.75,267.926,1215.183,72.494,265.57,1.412,Not Available,Not Available,0.362,267.345,4.137,1559.159
04/01/1973,648.927,275.69,225.482,1150.099,64.07,250.09,1.649,Not Available,Not Available,0.24,251.979,4.004,1470.152
05/01/1973,659.121,326.899,239.991,1226.011,62.111,257.577,1.537,Not Available,Not Available,0.258,259.372,4.137,1551.631
06/01/1973,709.685,381.951,291.407,1383.043,73.968,246.76,1.763,Not Available,Not Available,0.214,248.737,4.004,1709.752
07/01/1973,774.618,434.753,321.944,1531.315,75.89,232.91,1.869,Not Available,Not Available,0.21,234.989,4.137,1846.331
08/01/1973,801.863,430.678,346.795,1579.336,84.883,219.412,1.762,Not Available,Not Available,0.341,221.516,4.137,1889.873
09/01/1973,729.505,363.711,302.614,1395.83,85.724,177.407,1.492,Not Available,Not Available,0.385,179.284,4.004,1664.842
10/01/1973,721.732,337.325,302.3,1361.356,81.971,189.189,1.76,Not Available,Not Available,0.393,191.343,4.137,1638.807
11/01/1973,714.831,259.452,291.13,1265.413,88.773,207.617,1.889,Not Available,Not Available,0.246,209.752,4.004,1567.941
12/01/1973,758.535,223.653,281.69,1263.878,87.557,271.335,2.435,Not Available,Not Available,0.248,274.019,4.137,1629.591
01/01/1974,752.467,225.403,293.501,1271.371,84.855,301.368,2.154,Not Available,Not Available,0.263,303.785,3.678,1663.689
02/01/1974,671.191,207.727,254.99,1133.908,90.577,277.084,1.901,Not Available,Not Available,0.181,279.165,3.322,1506.973
03/01/1974,688.143,261.224,248.633,1198,97.966,287.51,2.165,Not Available,Not Available,0.184,289.858,3.678,1589.502
04/01/1974,645.75,265.844,225.278,1136.872,79.566,290.666,2.039,Not Available,Not Available,0.25,292.955,3.56,1512.953
05/01/1974,689.943,314.313,255.402,1259.658,73.242,291.698,2.04,Not Available,Not Available,0.245,293.983,3.678,1630.562
06/01/1974,690.457,355.453,258.142,1304.052,79.015,277.778,1.975,Not Available,Not Available,0.279,280.032,3.56,1666.66
07/01/1974,786.045,414.345,313.478,1513.868,113.953,274.105,2.191,Not Available,Not Available,0.213,276.508,3.678,1908.007
08/01/1974,773.903,391.047,306.658,1471.607,137.654,250.667,2.163,Not Available,Not Available,0.22,253.05,3.678,1865.99
09/01/1974,674.306,320.915,279.405,1274.625,122.88,222.885,1.999,Not Available,Not Available,0.305,225.189,3.56,1626.253
10/01/1974,697.733,306.004,285.654,1289.391,121.248,208.685,2.03,Not Available,Not Available,0.174,210.889,3.678,1625.206
11/01/1974,699.597,244.995,306.142,1250.734,122.819,220.347,2.414,Not Available,Not Available,0.174,222.935,3.56,1600.048
12/01/1974,764.495,211.915,337.748,1314.158,148.309,240.585,2.54,Not Available,Not Available,0.13,243.256,3.678,1709.402
01/01/1975,775.487,210.428,337.641,1323.555,153.503,260.269,2.117,Not Available,Not Available,0.148,262.534,1.792,1741.385
02/01/1975,694.52,193.841,272.225,1160.586,140.232,248.556,2.019,Not Available,Not Available,0.124,250.698,1.619,1553.135
03/01/1975,709.622,216.674,252.795,1179.092,163.893,291.057,2.277,Not Available,Not Available,0.13,293.464,1.792,1638.241
04/01/1975,661.012,219.822,231.877,1112.712,146.773,277.053,2.281,Not Available,Not Available,0.119,279.453,1.734,1540.673
05/01/1975,661.613,282.25,231.073,1174.936,151.58,288.385,2.475,Not Available,Not Available,0.182,291.043,1.792,1619.351
06/01/1975,723.942,315.907,255.642,1295.491,140.348,282.448,3.07,Not Available,Not Available,0.221,285.739,1.734,1723.312
07/01/1975,791.228,371.509,277.583,1440.32,169.294,265.577,3.091,Not Available,Not Available,0.167,268.835,1.792,1880.241
08/01/1975,821.572,369.564,307.96,1499.096,174.883,235.302,3.351,Not Available,Not Available,0.2,238.854,1.792,1914.625
09/01/1975,705.604,324.09,232.144,1261.838,158.543,213.525,2.954,Not Available,Not Available,0.19,216.669,1.734,1638.784
10/01/1975,710.891,282.494,238.355,1231.74,161.078,235.581,3.406,Not Available,Not Available,0.192,239.178,1.792,1633.788
11/01/1975,721.271,233.669,235.316,1190.256,155.988,254.21,3.31,Not Available,Not Available,0.16,257.68,1.734,1605.659
12/01/1975,809.077,219.52,293.065,1321.662,183.682,270.322,3.429,Not Available,Not Available,0.156,273.907,1.792,1781.043
01/01/1976,866.74,211.279,350.444,1428.463,177.844,270.423,3.403,Not Available,Not Available,0.162,273.988,2.488,1882.783
02/01/1976,757.885,204.029,270.027,1231.94,158.824,254.351,3.2,Not Available,Not Available,0.155,257.706,2.328,1650.798
03/01/1976,782.458,227.889,275.167,1285.513,154.58,275.535,3.426,Not Available,Not Available,0.163,279.124,2.488,1721.705
04/01/1976,732.77,233.065,251.389,1217.224,121.316,250.37,3.086,Not Available,Not Available,0.149,253.605,2.408,1594.553
05/01/1976,735.782,272.763,237.183,1245.728,131.784,264.678,2.949,Not Available,Not Available,0.159,267.787,2.488,1647.787
06/01/1976,788.591,320.574,272.78,1381.945,174.072,265.163,3.063,Not Available,Not Available,0.191,268.417,2.408,1826.842
07/01/1976,863.585,345.404,295.203,1504.192,195.628,270.36,3.311,Not Available,Not Available,0.2,273.871,2.488,1976.18
08/01/1976,874.191,337.315,307.069,1518.575,202.851,247.319,3.26,Not Available,Not Available,0.223,250.802,2.488,1974.717
09/01/1976,778.066,301.851,255.294,1335.211,191.006,211.278,3.173,Not Available,Not Available,0.222,214.672,2.408,1743.297
10/01/1976,797.225,255.705,264.112,1317.042,191.723,218.257,3.082,Not Available,Not Available,0.226,221.566,2.488,1732.819
11/01/1976,841.786,222.269,326.774,1390.83,178.235,205.425,2.597,Not Available,Not Available,0.437,208.459,2.408,1779.932
12/01/1976,901.155,219.586,371.691,1492.433,233.256,209.733,2.963,Not Available,Not Available,0.476,213.173,2.488,1941.35
01/01/1977,930.221,211.021,472.774,1614.016,238.556,216.008,3.232,Not Available,Not Available,0.514,219.754,5.047,2077.373
02/01/1977,809.993,206.225,318.084,1334.302,211.078,158.089,2.823,Not Available,Not Available,0.538,161.45,4.558,1711.388
03/01/1977,800.921,238.549,304.982,1344.452,222.619,206.621,3.2,Not Available,Not Available,0.511,210.332,5.047,1782.45
04/01/1977,732.109,229.55,278.641,1240.3,213.943,194.53,2.854,Not Available,Not Available,0.478,197.861,4.884,1656.988
05/01/1977,799.044,267.332,304.053,1370.428,221.834,194.894,3.081,Not Available,Not Available,0.48,198.455,5.047,1795.764
06/01/1977,863.31,319.679,316.042,1499.031,231.72,179.756,3.029,Not Available,Not Available,0.469,183.254,4.884,1918.889
07/01/1977,967.036,356.692,388.933,1712.66,235.032,175.295,3.204,Not Available,Not Available,0.214,178.713,5.047,2131.452
08/01/1977,949.743,360.889,353.871,1664.503,244.991,174.392,2.937,Not Available,Not Available,0.375,177.703,5.047,2092.245
09/01/1977,863.662,333.961,287.03,1484.653,211.395,171.392,3.144,Not Available,Not Available,0.427,174.963,4.884,1875.895
10/01/1977,825.201,293.047,250.511,1368.759,205.053,179.367,3.288,Not Available,Not Available,0.466,183.12,5.047,1761.98
11/01/1977,832.547,240.792,270.101,1343.44,209.548,212.848,3.303,Not Available,Not Available,0.317,216.468,4.884,1774.34
12/01/1977,888.238,226.008,355.602,1469.848,255.994,237.461,3.288,Not Available,Not Available,0.229,240.977,5.047,1971.866
01/01/1978,908.626,236.98,433.488,1579.095,282.638,259.708,3.326,Not Available,Not Available,0.368,263.402,5.717,2130.852
02/01/1978,762.348,218.349,421.368,1402.065,238.869,230.125,2.854,Not Available,Not Available,0.346,233.325,5.164,1879.423
03/01/1978,723.446,240.094,402.948,1366.489,245.611,255.192,2.359,Not Available,Not Available,0.376,257.927,5.717,1875.744
04/01/1978,736.489,230.777,270.67,1237.935,192.342,262.192,1.989,Not Available,Not Available,0.162,264.343,5.533,1700.153
05/01/1978,791.418,269.669,267.173,1328.26,223.373,297.951,1.772,Not Available,Not Available,0.163,299.886,5.717,1857.237
06/01/1978,867.893,332.351,290.308,1490.552,242.728,260.281,2.179,Not Available,Not Available,0.153,262.614,5.533,2001.427
07/01/1978,938.617,374.514,320.635,1633.767,273.603,253.355,2.441,Not Available,Not Available,0.153,255.949,5.717,2169.036
08/01/1978,979.5,351.869,352.575,1683.944,280.082,229.86,2.871,Not Available,Not Available,0.429,233.16,5.717,2202.903
09/01/1978,907.295,307.079,291.071,1505.446,242.769,219.417,3.031,Not Available,Not Available,0.268,222.716,5.533,1976.464
10/01/1978,847.869,271.818,276.997,1396.685,251.605,201.82,2.254,Not Available,Not Available,0.409,204.483,5.717,1858.491
11/01/1978,845.703,235.78,293.237,1374.721,272.438,206.728,2.547,Not Available,Not Available,0.371,209.645,5.533,1862.337
12/01/1978,929.065,227.486,366.393,1522.944,278.067,228.79,3.228,Not Available,Not Available,0.301,232.319,5.717,2039.047
01/01/1979,1002.004,236.476,428.508,1666.987,302.351,259.047,3.099,Not Available,Not Available,0.273,262.42,5.893,2237.651
02/01/1979,894.97,234.838,354.542,1484.35,281.883,220.263,2.535,Not Available,Not Available,0.414,223.212,5.322,1994.768
03/01/1979,892.615,269.463,240.175,1402.253,264.739,268.358,3.402,Not Available,Not Available,0.554,272.314,5.893,1945.198
04/01/1979,832.754,270.108,222.735,1325.596,200.369,262.847,3.146,Not Available,Not Available,0.399,266.392,5.703,1798.06
05/01/1979,887.285,287.025,234.487,1408.797,163.455,299.607,3.164,Not Available,Not Available,0.455,303.227,5.893,1881.371
06/01/1979,940.189,331.402,261.02,1532.611,174.776,258.603,3.204,Not Available,Not Available,0.387,262.194,5.703,1975.284
07/01/1979,1030.095,382.244,278.087,1690.426,226.552,235.641,3.398,Not Available,Not Available,0.373,239.413,5.893,2162.284
08/01/1979,1037.204,388.507,281.772,1707.483,263.316,220.104,3.707,Not Available,Not Available,0.481,224.293,5.893,2200.984
09/01/1979,900.865,350.149,241.804,1492.818,237.204,196.482,3.217,Not Available,Not Available,0.446,200.145,5.703,1935.87
10/01/1979,918.012,334.39,217.318,1469.719,227.745,208.786,3.607,Not Available,Not Available,0.425,212.818,5.893,1916.175
11/01/1979,918.223,270.117,249.697,1438.037,209.477,231.561,3.505,Not Available,Not Available,0.504,235.569,5.703,1888.785
12/01/1979,1005.708,257.972,273.223,1536.904,223.959,235.293,4.275,Not Available,Not Available,0.444,240.012,5.893,2006.768
01/01/1980,1072.641,284.081,269.797,1626.519,215.389,262.589,3.495,Not Available,Not Available,0.537,266.621,6.047,2114.576
02/01/1980,1011.776,270.809,264.332,1546.918,210.277,222.071,3.357,Not Available,Not Available,0.521,225.948,5.657,1988.801
03/01/1980,994.155,291.402,218.069,1503.626,218.584,252.762,3.731,Not Available,Not Available,0.435,256.928,6.047,1985.185
04/01/1980,866.542,263.311,172.724,1302.578,205,267.469,3.909,Not Available,Not Available,0.353,271.732,5.852,1785.161
05/01/1980,882.968,289.139,174.586,1346.692,200.541,299.848,4.603,Not Available,Not Available,0.256,304.707,6.047,1857.988
06/01/1980,975.75,345.61,192.372,1513.732,199.859,287.292,4.441,Not Available,Not Available,0.183,291.915,5.852,2011.359
07/01/1980,1142.586,431.34,250.533,1824.459,229.329,254.182,4.67,Not Available,Not Available,0.262,259.115,6.047,2318.95
08/01/1980,1133.189,415.918,267.963,1817.07,265.424,212.24,4.991,Not Available,Not Available,0.382,217.614,6.047,2306.155
09/01/1980,1020.314,366.653,192.061,1579.028,257.127,192.086,4.506,Not Available,Not Available,0.364,196.957,5.852,2038.964
10/01/1980,960.237,309.117,169.049,1438.402,267.351,185.59,5.117,Not Available,Not Available,0.424,191.132,6.047,1902.933
11/01/1980,973.137,262.219,213.475,1448.831,228.892,199.627,5.002,Not Available,Not Available,0.404,205.034,5.852,1888.61
12/01/1980,1089.388,248.391,248.599,1586.379,241.396,231.548,4.877,Not Available,Not Available,0.379,236.803,6.047,2070.626
01/01/1981,1153.098,237.453,275.066,1665.616,262.28,233.504,5.284,Not Available,Not Available,0.365,239.153,9.632,2176.681
02/01/1981,1010.262,229.603,187.802,1427.667,238.196,220.547,4.671,Not Available,Not Available,0.376,225.595,8.7,1900.157
03/01/1981,1020.476,280.261,183.62,1484.356,242.709,215.044,5.237,Not Available,Not Available,0.415,220.696,9.632,1957.393
04/01/1981,920.934,296.092,160.437,1377.464,227.726,216.614,4.836,Not Available,Not Available,0.39,221.84,9.321,1836.351
05/01/1981,948.814,324.108,156.289,1429.21,217.546,251.721,4.791,Not Available,Not Available,0.253,256.765,9.632,1913.153
06/01/1981,1055.931,390.128,202.868,1648.927,233.457,275.643,4.782,Not Available,Not Available,0.16,280.585,9.321,2172.29
07/01/1981,1183.802,420.767,214.401,1818.969,254.569,262.714,5.256,Not Available,Not Available,0.212,268.182,9.632,2351.351
08/01/1981,1148.77,399.135,170.633,1718.538,297.219,225.941,5.191,Not Available,Not Available,0.248,231.381,9.632,2256.77
09/01/1981,1022.256,332.688,165.094,1520.039,269.115,186.288,5.224,Not Available,Not Available,0.403,191.915,9.321,1990.389
10/01/1981,1007.873,309.09,170.949,1487.911,226.731,189.078,5.153,Not Available,Not Available,0.402,194.633,9.632,1918.907
11/01/1981,991.286,265.174,145.565,1402.025,251.301,198.225,4.498,Not Available,Not Available,0.36,203.083,9.321,1865.731
12/01/1981,1119.96,245.373,168.939,1534.272,286.743,249.605,4.513,Not Available,Not Available,0.261,254.379,9.632,2085.025
01/01/1982,1204.359,244.121,221.391,1669.871,284.331,281.166,3.975,Not Available,Not Available,0.325,285.465,8.698,2248.365
02/01/1982,1035.912,225.953,161.646,1423.511,223.538,279.017,3.656,Not Available,Not Available,0.313,282.985,7.556,1937.589
03/01/1982,1014.857,253.141,143.629,1411.627,251.971,312.415,3.22,Not Available,Not Available,0.231,315.865,6.599,1986.063
04/01/1982,921.731,252.929,119.534,1294.193,241.222,291.958,3.247,Not Available,Not Available,0.183,295.388,6.305,1837.108
05/01/1982,966.905,264.738,106.345,1337.988,239.606,292.408,3.773,Not Available,Not Available,0.209,296.39,7.302,1881.286
06/01/1982,1005.107,303.406,110.507,1419.021,266.04,292.219,4.556,Not Available,Not Available,0.228,297.003,3.749,1985.813
07/01/1982,1170.917,362.281,143.739,1676.937,281.997,285.33,4.792,Not Available,Not Available,0.276,290.398,6.271,2255.603
08/01/1982,1162.236,371.071,125.162,1658.469,276.671,249.792,4.776,Not Available,Not Available,0.242,254.809,10.911,2200.859
09/01/1982,1026.094,301.098,109.653,1436.846,281.149,207.991,4.581,Not Available,Not Available,0.309,212.881,10.812,1941.688
10/01/1982,981.915,280.195,106.085,1368.194,257.422,206.47,4.877,Not Available,Not Available,0.447,211.794,11.455,1848.866
11/01/1982,1013.052,232.482,100.141,1345.675,257.281,243.545,5.122,Not Available,Not Available,0.309,248.976,10.72,1862.653
12/01/1982,1079.067,220.399,119.82,1419.287,269.921,290.202,4.053,Not Available,Not Available,0.283,294.538,9.647,1993.393
01/01/1983,1127.477,212.975,137.284,1477.736,273.422,307.547,5.087,Not Available,0.002,0.237,312.873,9.297,2073.327
02/01/1983,967.307,181.005,133.949,1282.261,242.067,294.033,3.913,Not Available,0,0.239,298.185,9.414,1831.926
03/01/1983,995.566,212.669,132.837,1341.072,260.523,318.779,4.51,Not Available,0.003,0.272,323.564,9.285,1934.444
04/01/1983,921.158,207.549,109.814,1238.521,243.561,315.481,4.227,Not Available,0.002,0.234,319.944,9.107,1811.133
05/01/1983,965.583,223.032,96.635,1285.25,240.465,328.156,3.434,Not Available,0.003,0.309,331.902,7.545,1865.162
06/01/1983,1063.791,253.004,119.113,1435.908,263.376,322.883,4.518,Not Available,0.002,0.344,327.747,9.005,2036.037
07/01/1983,1276.222,320.897,156.105,1753.225,279.191,295.753,5.627,Not Available,0.001,0.313,301.694,10.385,2344.494
08/01/1983,1347.582,359.043,158.218,1864.843,285.725,271.706,7.404,Not Available,0,0.357,279.467,11.208,2441.243
09/01/1983,1145.667,304.284,122.826,1572.777,272.705,228.407,6.764,Not Available,0.004,0.364,235.539,12.192,2093.214
10/01/1983,1071.212,256.159,106.272,1433.644,281.314,218.256,7.091,Not Available,0.005,0.394,225.746,11.973,1952.677
11/01/1983,1081.697,218.219,99.134,1399.05,272.735,259.609,6.311,Not Available,0.004,0.389,266.313,10.528,1948.627
12/01/1983,1249.326,222.425,171.495,1643.247,287.465,333.394,5.025,Not Available,0.001,0.533,338.953,10.607,2280.271
01/01/1984,1270.801,221.228,168.956,1660.986,317.844,310.459,5.094,-0.001,0,0.614,316.168,10.618,2305.616
02/01/1984,1102.683,192.75,107.721,1403.155,308.326,291.272,6.222,0.001,0.002,0.485,297.983,9.324,2018.788
03/01/1984,1150.715,212.134,115.071,1477.92,296.499,317.741,6.838,0.002,0.002,0.66,325.243,9.62,2109.281
04/01/1984,1003.664,226.465,80.768,1310.897,262.738,312.886,6.748,0.003,0.006,0.501,320.144,9.953,1903.732
05/01/1984,1044.654,272.203,90.363,1407.22,280.471,332.133,6.473,0.007,0.008,0.54,339.161,10.69,2037.542
06/01/1984,1202.143,305.917,121.076,1629.135,274.321,300.39,6.283,0.01,0.006,0.526,307.216,10.261,2220.934
07/01/1984,1273.63,358.579,111.439,1743.648,306.687,287.043,5.997,0.003,0.005,0.763,293.811,12.332,2356.478
08/01/1984,1337.709,359.292,137.324,1834.325,319.793,262.43,7.509,0.009,0.003,0.769,270.72,15.099,2439.937
09/01/1984,1140.396,298.263,83.37,1522.028,316.027,218.311,6.763,0.01,0.005,0.819,225.909,12.324,2076.288
10/01/1984,1155.333,276.941,84.481,1516.755,268.621,218.055,7.424,0.007,0.009,1.105,226.601,13.482,2025.458
11/01/1984,1144.294,250.994,99.684,1494.972,266.462,232.386,7.331,0.004,0.009,1.291,241.021,10.88,2013.334
12/01/1984,1193.464,222.973,85.863,1502.3,334.742,269.703,8.127,0,0.013,1.174,279.015,10.74,2126.798
01/01/1985,1333.926,233.346,131.775,1699.047,384.371,287.746,8.086,0.005,0.007,1.369,297.212,9.788,2390.419
02/01/1985,1163.029,209.324,100.87,1473.224,327.29,270.6,7.141,-0.001,0.011,1.238,278.99,8.107,2087.61
03/01/1985,1148.21,214.106,77.391,1439.707,329.72,257.413,8.314,0.001,0.007,1.39,267.126,12.438,2048.99
04/01/1985,1066.866,240.735,65.893,1373.494,281.04,254.938,7.281,0.013,0.006,0.877,263.114,9.749,1927.396
05/01/1985,1144.261,242.63,75.451,1462.343,304.823,276.022,7.571,0.015,0.004,0.934,284.546,11.152,2062.864
06/01/1985,1207.961,289.678,82.592,1580.231,327.55,249.042,7.294,0.016,0.004,0.921,257.277,12.151,2177.209
07/01/1985,1346.657,345.225,90.276,1782.158,373.727,222.446,8.019,0.011,0.001,1.212,231.69,14.505,2402.079
08/01/1985,1322.015,363.812,107.255,1793.083,369.775,208.74,8.381,0.021,0.004,1.354,218.5,15.432,2396.789
09/01/1985,1190.05,282.606,81.831,1554.487,366.541,196.061,7.966,0.014,0.009,1.274,205.325,12.568,2138.921
10/01/1985,1152.095,256.108,82.168,1490.371,331.461,209.438,7.626,0.01,0.005,1.229,218.308,11.585,2051.726
11/01/1985,1138.304,236.919,75.339,1450.562,320.428,239.801,9.416,0.003,0.002,1.348,250.57,10.995,2032.555
12/01/1985,1328.835,216.834,119.618,1665.287,358.837,264.921,10.325,0.002,0.001,1.299,276.549,11.186,2311.86
01/01/1986,1350.088,189.175,118.77,1658.033,383.159,223.306,10.526,0.007,0.002,1.194,235.035,12.291,2288.518
02/01/1986,1160.681,161.423,101.016,1423.119,346.156,242.578,9.04,0.006,0.002,0.938,252.563,9.235,2031.073
03/01/1986,1136.389,174.294,107.258,1417.941,325.549,297.35,9.403,0.011,0.007,0.854,307.624,8.15,2059.263
04/01/1986,1014.432,203.588,97.3,1315.32,322.413,287.509,8.479,0.014,0.006,0.805,296.813,8.104,1942.65
05/01/1986,1084.141,237.124,110.813,1432.078,337.725,284.179,8.568,0.019,0.008,0.839,293.613,9.649,2073.064
06/01/1986,1241.675,266.746,123.086,1631.507,331.481,273.929,9.295,0.015,0.005,0.853,284.098,9.237,2256.323
07/01/1986,1434.162,308.456,173.306,1915.924,379.718,251.456,9.862,0.017,0.005,1.028,262.369,10.16,2568.17
08/01/1986,1301.069,283.027,162.51,1746.606,396.534,221.344,9.839,0.017,0.005,1.193,232.398,12.958,2388.496
09/01/1986,1192.001,252.673,114.91,1559.584,387.113,220.552,8.245,0.015,0.001,1.09,229.903,11.507,2188.107
10/01/1986,1140.981,221.931,104.644,1467.556,383.103,222.866,8.105,0.013,0.002,0.991,231.979,10.295,2092.932
11/01/1986,1141.859,191.279,112.008,1445.146,369.674,241.861,7.015,0.009,0,1.138,250.023,9.723,2074.566
12/01/1986,1246.239,179.42,126.222,1551.881,417.484,271.228,9.299,0.003,0,1.369,281.899,11.173,2262.436
01/01/1987,1319.189,189.622,128.399,1637.21,417.417,264.771,9.317,0.001,0.001,1.275,275.365,13.284,2343.276
02/01/1987,1135.326,162.624,111.347,1409.297,382.159,221.154,8.64,0.006,0,1.152,230.952,14.721,2037.128
03/01/1987,1155.024,195.953,106.94,1457.918,389.382,242.22,9.473,0.009,0,1.296,252.999,14.928,2115.226
04/01/1987,1087.122,211.8,84.022,1382.944,349.992,229.481,8.929,0.013,0.002,1.112,239.537,15.459,1987.932
05/01/1987,1193.845,248.792,85.904,1528.54,358.374,252.16,9.382,0.013,0.003,1.145,262.704,12.167,2161.784
06/01/1987,1342.13,290.622,111.978,1744.729,381.76,217.367,9.635,0.017,0.01,1.495,228.524,13.956,2368.97
07/01/1987,1495.081,326.858,133.606,1955.545,418.26,210.407,9.961,0.019,0.013,1.498,221.897,15.844,2611.546
08/01/1987,1481.1,346.807,120.369,1948.276,431.801,192.192,9.923,0.012,0.002,1.535,203.665,15.195,2598.937
09/01/1987,1252.508,274.653,81.853,1609.013,414.191,189.414,9.257,0.008,0.002,1.271,199.953,11.139,2234.295
10/01/1987,1207.229,244.088,72.51,1523.827,381.045,187.069,9.375,0.006,0.001,1.197,197.648,11.163,2113.682
11/01/1987,1182.788,222.218,102.714,1507.72,390.924,175.635,9.064,0.003,0.001,1.17,185.873,9.927,2094.444
